event_cause,corridor_grouped,priority,requires_road_closure,veh_type,time_of_day,day_of_week,is_weekend,severity
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
water_logging,Tumkur Road,High,False,unknown,early_morning,Wednesday,False,routine
road_conditions,Mysore Road,High,False,unknown,night,Friday,False,high
vehicle_breakdown,Hosur Road,High,False,private_car,night,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,lcv,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,private_bus,late_night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,others,early_morning,Wednesday,False,routine
congestion,ORR North 1,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,private_car,night,Friday,False,routine
vehicle_breakdown,Old Madras Road,High,False,bmtc_bus,night,Friday,False,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Friday,False,routine
congestion,Tumkur Road,High,True,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,heavy_vehicle,late_night,Saturday,True,routine
accident,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Wednesday,False,routine
accident,Non-corridor,Low,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_bus,early_morning,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,True,heavy_vehicle,early_morning,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Wednesday,False,routine
protest,Non-corridor,Low,False,unknown,late_night,Saturday,True,high
congestion,ORR North 2,High,False,unknown,early_morning,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,early_morning,Wednesday,False,routine
vehicle_breakdown,Hosur Road,High,False,bmtc_bus,daytime,Wednesday,False,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,late_night,Saturday,True,routine
pot_holes,Hosur Road,High,False,unknown,late_night,Saturday,True,high
vehicle_breakdown,West of Chord Road,High,False,heavy_vehicle,evening,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,True,heavy_vehicle,late_night,Saturday,True,routine
vehicle_breakdown,Old Madras Road,High,False,truck,late_night,Saturday,True,routine
vehicle_breakdown,Tumkur Road,High,False,heavy_vehicle,evening,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,bmtc_bus,late_night,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,others,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,bmtc_bus,late_night,Saturday,True,routine
construction,Non-corridor,Low,False,unknown,late_night,Saturday,True,routine
vehicle_breakdown,West of Chord Road,High,False,ksrtc_bus,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
construction,ORR East 2,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Saturday,True,routine
others,Tumkur Road,High,False,unknown,night,Wednesday,False,high
vehicle_breakdown,ORR North 1,High,False,truck,evening,Wednesday,False,routine
debris,Bellary Road 2,High,False,unknown,night,Wednesday,False,high
construction,Non-corridor,Low,True,unknown,early_morning,Saturday,True,high
vehicle_breakdown,ORR West 1,High,False,truck,early_morning,Saturday,True,routine
others,Non-corridor,Low,False,unknown,night,Wednesday,False,high
congestion,ORR North 2,High,False,unknown,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,evening,Wednesday,False,routine
construction,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
construction,Non-corridor,Low,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,others,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,late_night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,ORR North 2,High,False,lcv,night,Wednesday,False,routine
vehicle_breakdown,other_corridor,High,False,others,evening,Wednesday,False,routine
vehicle_breakdown,ORR East 1,High,False,bmtc_bus,night,Wednesday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Wednesday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Saturday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,late_night,Thursday,False,routine
procession,Hosur Road,High,False,unknown,night,Wednesday,False,routine
vehicle_breakdown,Bellary Road 2,High,False,heavy_vehicle,late_night,Thursday,False,routine
vehicle_breakdown,Bellary Road 1,High,False,taxi,late_night,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,True,heavy_vehicle,early_morning,Thursday,False,routine
vehicle_breakdown,other_corridor,High,False,heavy_vehicle,late_night,Thursday,False,routine
others,Tumkur Road,High,False,unknown,late_night,Thursday,False,high
congestion,other_corridor,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,ksrtc_bus,early_morning,Saturday,True,routine
water_logging,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
construction,Non-corridor,Low,False,unknown,night,Friday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,ORR North 2,High,False,others,early_morning,Thursday,False,routine
accident,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
tree_fall,Bellary Road 1,High,True,unknown,early_morning,Thursday,False,high
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,early_morning,Saturday,True,routine
construction,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,ORR West 1,High,False,truck,early_morning,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,False,unknown,daytime,Saturday,True,high
construction,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Saturday,True,routine
others,Hosur Road,High,True,unknown,evening,Saturday,True,high
vehicle_breakdown,Tumkur Road,High,False,lcv,evening,Saturday,True,routine
vehicle_breakdown,Mysore Road,High,False,heavy_vehicle,evening,Saturday,True,routine
vehicle_breakdown,ORR North 1,High,False,heavy_vehicle,evening,Saturday,True,routine
accident,Bellary Road 1,High,False,unknown,evening,Saturday,True,routine
pot_holes,West of Chord Road,High,False,unknown,evening,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,truck,evening,Saturday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
water_logging,Hosur Road,High,False,unknown,early_morning,Thursday,False,high
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
water_logging,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
others,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,night,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
tree_fall,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
water_logging,Hosur Road,High,False,unknown,early_morning,Thursday,False,high
water_logging,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
accident,Non-corridor,Low,False,unknown,night,Saturday,True,routine
congestion,Non-corridor,Low,False,unknown,night,Saturday,True,routine
water_logging,ORR West 1,High,False,unknown,early_morning,Thursday,False,high
tree_fall,other_corridor,High,False,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
water_logging,other_corridor,High,False,unknown,early_morning,Thursday,False,routine
water_logging,ORR East 2,High,False,unknown,early_morning,Thursday,False,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,night,Saturday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
others,Non-corridor,Low,False,unknown,night,Saturday,True,high
tree_fall,ORR West 1,High,False,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
vehicle_breakdown,West of Chord Road,High,False,others,night,Saturday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
road_conditions,Magadi Road,High,False,unknown,night,Saturday,True,high
vehicle_breakdown,Mysore Road,High,False,ksrtc_bus,late_night,Sunday,True,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Tumkur Road,High,False,truck,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,night,Saturday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,late_night,Sunday,True,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Hosur Road,High,False,ksrtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Hosur Road,High,False,heavy_vehicle,late_night,Sunday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
water_logging,Bellary Road 1,High,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,ORR West 1,High,False,bmtc_bus,late_night,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,lcv,early_morning,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,early_morning,Sunday,True,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,True,unknown,early_morning,Thursday,False,routine
water_logging,Non-corridor,Low,True,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
construction,ORR East 2,High,False,unknown,early_morning,Sunday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,routine
water_logging,Old Madras Road,High,True,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
tree_fall,Tumkur Road,High,False,unknown,early_morning,Thursday,False,high
water_logging,ORR West 1,High,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,lcv,late_night,Sunday,True,routine
water_logging,Mysore Road,High,True,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Non-corridor,High,False,bmtc_bus,early_morning,Sunday,True,routine
water_logging,ORR West 1,High,False,unknown,early_morning,Thursday,False,routine
tree_fall,ORR West 1,High,False,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,routine
water_logging,Bellary Road 1,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,late_night,Thursday,False,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Mysore Road,High,False,bmtc_bus,early_morning,Sunday,True,routine
water_logging,ORR East 1,High,False,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,other_corridor,High,False,others,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,ORR North 2,High,False,private_car,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,False,heavy_vehicle,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,early_morning,Sunday,True,routine
others,Tumkur Road,High,False,unknown,early_morning,Thursday,False,high
tree_fall,Tumkur Road,High,False,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Non-corridor,Low,False,heavy_vehicle,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,early_morning,Sunday,True,routine
vehicle_breakdown,Bellary Road 2,High,False,others,early_morning,Thursday,False,routine
vehicle_breakdown,ORR East 1,High,False,private_car,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,truck,early_morning,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,bmtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Bannerghata Road,High,False,bmtc_bus,daytime,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,lcv,daytime,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_bus,daytime,Sunday,True,routine
others,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
tree_fall,other_corridor,High,False,unknown,early_morning,Thursday,False,high
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
vehicle_breakdown,Mysore Road,High,False,others,night,Sunday,True,routine
water_logging,Bannerghata Road,High,False,unknown,early_morning,Thursday,False,routine
vehicle_breakdown,Tumkur Road,High,False,lcv,evening,Sunday,True,routine
vehicle_breakdown,Tumkur Road,High,False,private_bus,night,Sunday,True,routine
tree_fall,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
water_logging,Bannerghata Road,High,False,unknown,early_morning,Thursday,False,high
others,West of Chord Road,High,True,unknown,early_morning,Thursday,False,routine
tree_fall,Non-corridor,Low,True,unknown,early_morning,Thursday,False,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
congestion,Non-corridor,Low,False,unknown,night,Sunday,True,routine
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
tree_fall,Tumkur Road,High,False,unknown,early_morning,Thursday,False,high
others,Tumkur Road,High,False,unknown,night,Sunday,True,routine
vehicle_breakdown,Non-corridor,Low,False,private_car,early_morning,Thursday,False,routine
public_event,other_corridor,High,False,unknown,night,Sunday,True,high
vehicle_breakdown,Tumkur Road,High,False,lcv,night,Sunday,True,routine
vehicle_breakdown,Bellary Road 1,High,True,bmtc_bus,early_morning,Thursday,False,routine
vehicle_breakdown,Magadi Road,High,False,bmtc_bus,night,Sunday,True,high
water_logging,Non-corridor,Low,False,unknown,early_morning,Thursday,False,high
others,Mysore Road,High,False,unknown,early_morning,Thursday,False,high
others,Mysore Road,High,False,unknown,night,Sunday,True,routine
